"Estudiante","Escuela.x","Aula.x","Debate","Votar","Decisiones","Asamblea","Candidato","Medioambiente","Voluntario","Prop.decision","Expres.opinion","Discus.politic","Opinion.mayoria","Discus.difop","Aspectos","Como.votar","Como.leyes","Como.medioambiente","Como.problemas","Como.derechos","Como.paises","Como.economia","Escuela.y","Aula.y","Piel","Clase","Religion","Region","Fisica","Mental","Pais","indigena"
10950227,1095,109502,2,1,3,3,3,3,2,4,3,3,4,2,3,2,2,1,1,2,2,2,1095,109502,2,2,2,2,2,2,2,2
10950228,1095,109502,2,1,3,1,1,3,2,2,3,3,3,1,1,1,3,3,4,3,3,2,1095,109502,2,2,2,2,2,2,2,2
10950229,1095,109502,3,1,1,1,2,1,3,4,4,3,4,4,4,1,1,1,2,1,2,3,1095,109502,2,2,2,2,2,2,2,2
10950230,1095,109502,3,1,2,3,1,3,3,4,3,3,3,2,3,2,1,1,2,3,3,3,1095,109502,2,2,2,2,2,2,2,2
10950231,1095,109502,2,1,3,3,2,2,3,4,1,1,2,1,4,3,1,2,2,1,4,4,1095,109502,2,2,2,2,2,2,2,2
10950232,1095,109502,3,1,2,3,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,1095,109502,2,2,2,2,2,2,2,2
10960101,1096,109601,3,1,1,3,3,2,2,4,4,4,4,4,4,2,2,1,1,2,3,2,1096,109601,2,2,1,2,2,2,2,2
10960102,1096,109601,1,1,2,2,1,3,2,4,4,3,4,4,4,1,1,2,2,1,1,1,1096,109601,2,2,2,2,2,2,2,2
10960103,1096,109601,3,1,2,1,3,2,2,4,4,3,3,3,4,2,3,4,3,4,4,4,1096,109601,2,2,1,2,2,2,2,2
10960104,1096,109601,2,1,3,3,2,3,2,3,3,1,2,1,2,2,2,1,1,2,2,1,1096,109601,2,2,2,2,2,2,2,2
10960105,1096,109601,3,3,1,3,3,3,3,3,4,2,3,3,3,2,2,1,3,2,3,3,1096,109601,1,1,1,1,1,2,1,1
10960106,1096,109601,3,3,3,3,3,3,3,2,3,1,2,3,2,4,4,NA,3,3,4,4,1096,109601,2,2,2,2,2,2,2,2
10960107,1096,109601,1,2,1,1,2,3,1,3,2,1,2,1,2,2,3,3,4,1,1,2,1096,109601,2,2,1,2,2,1,2,2
10960108,1096,109601,3,1,2,3,3,3,2,3,3,1,2,3,3,2,2,1,2,3,3,2,1096,109601,2,2,2,2,2,2,2,2
10960109,1096,109601,2,1,2,2,2,2,3,3,3,2,2,3,4,2,1,1,1,1,1,2,1096,109601,2,2,2,2,2,2,2,2
10960110,1096,109601,3,1,1,1,1,1,1,4,4,3,4,4,4,1,1,1,1,1,1,1,1096,109601,2,2,1,1,2,2,1,2
10960111,1096,109601,3,2,3,3,3,3,1,4,4,4,4,4,4,3,3,2,1,1,2,3,1096,109601,2,2,2,2,2,2,2,2
10960112,1096,109601,2,1,2,2,2,1,1,3,4,4,4,4,4,1,1,1,1,1,1,1,1096,109601,2,2,2,2,2,1,2,2
10960113,1096,109601,3,3,3,3,3,3,3,3,3,1,4,4,4,1,1,1,2,1,1,2,1096,109601,2,2,2,2,2,2,2,2
10960114,1096,109601,3,1,2,3,3,3,3,3,3,2,4,3,3,4,4,2,3,1,3,4,1096,109601,2,2,2,2,2,NA,2,2
10960115,1096,109601,3,3,3,3,3,3,3,4,3,1,3,1,1,3,4,1,1,4,4,2,1096,109601,2,2,2,2,2,2,2,2
10960116,1096,109601,3,1,3,3,3,3,2,4,4,3,4,2,4,2,4,2,2,2,4,4,1096,109601,2,2,2,2,2,2,2,2
10960117,1096,109601,1,1,1,1,1,2,2,4,4,2,4,4,4,2,2,1,1,1,2,3,1096,109601,2,2,2,2,2,2,2,2
10960118,1096,109601,3,1,3,3,3,3,2,4,3,2,2,3,2,1,1,1,1,1,1,1,1096,109601,2,2,2,2,2,2,2,2
10960119,1096,109601,3,3,3,3,3,3,3,4,4,4,4,4,4,1,1,1,4,1,1,1,1096,109601,2,2,2,2,2,1,2,2
10960120,1096,109601,3,3,2,2,3,3,3,3,4,4,4,4,2,3,3,2,2,3,4,3,1096,109601,2,2,1,2,2,2,2,2
10960121,1096,109601,3,1,3,3,1,3,3,2,1,1,4,NA,4,1,1,1,1,1,1,1,1096,109601,2,2,1,1,2,1,2,2
10960122,1096,109601,3,2,3,3,3,3,3,3,3,2,3,2,4,1,2,1,2,2,2,2,1096,109601,2,2,2,2,2,2,2,2
10960123,1096,109601,3,1,3,3,3,3,3,2,3,3,3,2,2,3,2,2,2,3,4,4,1096,109601,2,2,2,2,2,2,2,2
10960124,1096,109601,1,2,2,2,2,2,3,4,4,2,4,4,4,2,3,1,2,3,2,1,1096,109601,2,1,2,2,1,1,2,2
10960125,1096,109601,2,1,1,3,3,3,3,2,2,2,3,3,2,2,2,2,2,2,3,3,1096,109601,2,2,2,2,2,2,2,2
10960126,1096,109601,3,2,3,3,3,3,3,3,3,4,4,3,4,2,2,2,2,2,3,3,1096,109601,NA,NA,NA,NA,NA,NA,NA,NA
10960127,1096,109601,3,1,2,3,1,3,3,4,4,2,4,4,4,3,2,1,1,2,2,4,1096,109601,2,2,2,2,2,2,2,2
10960128,1096,109601,3,1,2,3,3,2,1,4,4,3,4,4,4,2,3,1,3,3,2,4,1096,109601,2,2,2,2,2,2,2,2
10960129,1096,109601,3,1,3,3,2,3,2,4,4,1,3,3,3,2,4,1,1,2,3,4,1096,109601,2,2,2,2,2,2,2,2
10960130,1096,109601,3,1,1,1,3,3,1,4,4,3,4,NA,4,2,2,1,1,1,2,3,1096,109601,2,2,2,2,2,2,2,2
10960131,1096,109601,2,1,1,2,1,3,3,3,4,4,4,3,3,3,2,1,3,2,4,3,1096,109601,2,2,2,2,2,2,2,2
10960132,1096,109601,2,1,2,3,2,3,2,3,4,2,2,3,2,3,2,2,4,3,4,3,1096,109601,2,1,2,2,2,1,2,2
10960133,1096,109601,3,2,3,3,2,2,3,4,4,2,4,4,4,1,2,1,2,1,3,3,1096,109601,2,2,2,2,2,2,2,2
10970101,1097,109701,3,1,3,3,3,1,3,4,4,2,1,2,3,2,1,2,3,4,4,4,1097,109701,2,2,2,2,2,2,2,2
10970102,1097,109701,3,1,2,3,1,3,3,3,3,2,2,2,3,2,2,1,2,2,3,2,1097,109701,2,2,2,2,2,2,2,2
10970103,1097,109701,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,1097,109701,2,2,2,2,2,2,2,2
10970104,1097,109701,3,2,3,3,3,3,3,1,2,NA,2,1,2,4,4,4,4,4,4,4,1097,109701,2,2,2,2,2,2,2,2
10970105,1097,109701,3,1,1,2,1,3,3,4,4,2,2,4,4,2,2,2,1,1,1,1,1097,109701,2,2,2,2,2,2,2,2
10970106,1097,109701,3,1,3,3,3,3,3,2,3,1,1,2,2,3,4,2,3,4,4,4,1097,109701,2,2,2,2,2,1,2,2
10970107,1097,109701,3,1,2,2,3,3,2,3,4,2,4,3,3,2,2,2,2,2,2,2,1097,109701,2,2,2,2,2,2,2,2
10970108,1097,109701,3,1,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,1097,109701,2,2,2,2,2,2,2,2
10970109,1097,109701,3,2,1,1,2,1,1,4,4,3,2,3,3,3,3,2,1,1,1,1,1097,109701,2,2,2,2,2,2,2,2
10970110,1097,109701,3,2,2,3,1,2,2,1,1,1,1,1,1,4,4,4,4,4,4,4,1097,109701,2,2,2,2,2,2,2,2
10970111,1097,109701,3,3,3,3,3,3,3,2,3,3,2,3,2,3,2,3,2,3,2,3,1097,109701,1,2,2,1,2,1,1,1
10970112,1097,109701,3,3,3,3,3,3,3,1,3,3,3,3,3,1,4,1,1,1,1,1,1097,109701,2,2,2,2,2,2,2,2
10970115,1097,109701,3,1,3,1,3,3,3,3,3,1,2,2,2,4,2,2,2,1,1,2,1097,109701,NA,NA,NA,NA,NA,NA,NA,NA
10970116,1097,109701,3,1,1,3,1,3,1,3,4,3,4,3,3,3,2,1,2,3,4,3,1097,109701,2,2,2,2,2,2,2,2
10970117,1097,109701,1,1,1,1,1,1,1,2,2,2,3,3,3,2,3,3,3,4,4,3,1097,109701,2,2,2,2,2,2,2,1
10970118,1097,109701,3,2,3,3,2,2,NA,3,3,3,3,3,3,4,3,3,1,1,1,3,1097,109701,1,1,1,1,1,1,1,1
10970119,1097,109701,1,1,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1097,109701,2,2,2,2,2,2,2,2
10970120,1097,109701,2,2,2,3,3,1,2,3,3,3,2,1,1,1,2,1,1,1,2,2,1097,109701,2,2,2,2,2,2,2,2
10970121,1097,109701,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1097,109701,1,1,1,1,1,1,1,1
10970122,1097,109701,2,2,3,3,3,3,3,3,3,2,3,2,2,3,2,2,2,2,2,2,1097,109701,1,2,1,1,1,1,1,1
10980101,1098,109801,2,1,1,2,3,1,3,3,2,1,2,1,1,3,3,2,4,4,4,4,1098,109801,2,2,2,2,2,2,2,2
10980102,1098,109801,1,1,2,1,1,1,1,3,4,2,4,3,4,2,2,1,2,1,2,1,1098,109801,2,2,2,2,2,2,2,2
10980103,1098,109801,2,1,2,2,2,2,2,3,3,3,3,3,3,2,2,1,1,2,2,2,1098,109801,1,1,1,1,2,2,2,2
10980104,1098,109801,3,1,1,1,3,2,1,3,4,4,4,4,4,2,2,1,2,2,2,2,1098,109801,2,2,2,2,2,2,2,2
10980106,1098,109801,3,1,3,NA,NA,3,1,2,2,1,2,2,2,3,4,3,3,4,3,3,1098,109801,2,2,2,2,2,2,2,2
10980107,1098,109801,3,1,3,3,3,2,1,2,3,2,3,2,2,3,2,3,2,2,3,4,1098,109801,2,2,2,2,2,2,2,2
10980108,1098,109801,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,1098,109801,2,2,2,2,2,2,2,2
10980109,1098,109801,2,2,2,1,2,1,1,3,3,2,3,2,3,2,2,1,2,2,2,2,1098,109801,2,2,1,2,2,1,2,2
10980110,1098,109801,3,1,1,1,3,1,1,4,4,3,4,2,2,2,2,1,1,2,2,2,1098,109801,2,2,2,2,2,2,2,2
10980111,1098,109801,1,2,3,3,2,3,2,2,1,1,3,2,3,3,2,2,1,2,2,3,1098,109801,2,2,2,2,2,2,2,2
10980112,1098,109801,2,1,2,2,2,2,2,4,4,3,3,4,3,1,2,1,2,2,3,2,1098,109801,2,2,2,2,2,2,2,2
10980113,1098,109801,NA,1,1,3,3,3,1,4,4,2,3,3,4,2,2,1,2,2,3,3,1098,109801,2,2,2,2,2,2,2,2
10980114,1098,109801,1,1,1,3,1,3,3,3,3,2,3,4,4,1,2,1,2,2,2,3,1098,109801,1,1,1,1,1,1,1,1
10980115,1098,109801,1,1,1,1,2,2,2,3,3,3,4,3,3,1,2,1,2,2,2,1,1098,109801,2,2,2,2,2,2,2,2
10980116,1098,109801,1,2,2,2,1,2,3,2,2,2,3,2,1,1,2,2,2,2,2,2,1098,109801,1,1,1,1,1,1,1,1
10980117,1098,109801,3,2,3,2,2,3,3,3,4,2,2,2,4,2,3,1,2,2,2,1,1098,109801,2,2,2,2,2,2,2,2
10980118,1098,109801,3,1,2,3,3,3,3,3,4,2,4,2,3,1,2,1,2,2,3,3,1098,109801,2,2,2,2,2,2,2,2
10980119,1098,109801,1,1,1,1,1,2,1,4,3,3,2,2,2,1,3,1,3,2,2,3,1098,109801,2,2,2,2,2,2,2,2
10980120,1098,109801,2,3,3,1,1,3,3,3,3,2,4,4,3,1,2,1,1,1,2,3,1098,109801,2,2,2,2,2,2,2,2
10980121,1098,109801,3,2,3,3,3,3,3,3,3,1,3,3,2,2,2,2,2,2,2,2,1098,109801,2,2,1,2,1,1,2,2
10980122,1098,109801,2,1,2,3,1,2,1,3,4,2,3,4,3,2,2,2,3,3,3,2,1098,109801,2,2,2,2,2,2,2,2
10980123,1098,109801,3,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,2,2,2,1098,109801,1,2,2,1,1,1,1,1
10980124,1098,109801,2,NA,NA,3,3,3,3,2,2,1,2,1,3,3,4,2,3,2,4,2,1098,109801,1,1,1,2,1,1,1,1
10980126,1098,109801,1,1,3,1,1,3,1,2,3,2,2,2,2,2,2,2,3,3,3,3,1098,109801,2,2,2,2,2,2,2,2
10980127,1098,109801,3,1,3,3,3,3,2,2,3,4,1,1,1,1,4,2,4,4,4,4,1098,109801,2,1,2,2,2,1,2,2
10980128,1098,109801,3,1,1,1,3,1,3,4,4,3,4,2,4,1,1,1,2,1,3,3,1098,109801,2,2,2,2,2,2,2,2
10980129,1098,109801,3,1,3,1,3,3,1,4,4,3,3,3,2,2,3,3,4,3,3,2,1098,109801,2,1,2,2,2,2,1,2
10980130,1098,109801,1,1,1,3,3,2,2,4,4,1,3,4,4,1,3,2,3,2,1,2,1098,109801,2,1,2,2,2,2,2,2
10980131,1098,109801,3,1,2,1,1,2,1,2,3,2,3,2,2,2,2,2,3,3,3,3,1098,109801,2,2,2,2,2,2,2,2
10980132,1098,109801,2,1,2,3,3,2,1,2,3,4,3,2,4,1,2,1,3,2,3,2,1098,109801,2,2,2,2,2,2,2,2
10980133,1098,109801,3,1,1,2,3,2,2,1,2,4,4,2,2,2,1,2,2,2,2,1,1098,109801,2,2,2,2,2,2,2,2
10980134,1098,109801,3,1,3,3,3,3,3,2,2,1,2,2,2,1,2,2,2,2,3,3,1098,109801,1,1,1,1,1,1,1,1
10980135,1098,109801,2,1,1,1,2,2,1,3,4,2,3,3,3,2,2,1,2,3,4,2,1098,109801,1,2,2,1,1,2,1,1
10980136,1098,109801,3,1,3,2,3,3,3,3,3,2,3,4,3,2,3,1,2,3,3,3,1098,109801,2,2,2,2,2,2,2,2
10980137,1098,109801,1,1,1,2,1,1,2,2,3,2,2,3,3,1,2,1,1,1,1,1,1098,109801,2,2,2,2,2,2,2,2
10980138,1098,109801,1,1,3,3,3,2,1,4,4,2,3,3,4,2,3,1,1,2,3,3,1098,109801,2,2,2,2,2,2,2,2
10980139,1098,109801,1,1,2,1,1,2,1,2,3,2,3,2,1,2,2,2,2,3,3,2,1098,109801,2,2,2,2,2,2,2,2
10980140,1098,109801,2,2,2,2,2,2,3,3,3,2,3,3,3,2,2,2,3,2,3,2,1098,109801,2,2,2,2,2,2,2,2
10980141,1098,109801,1,1,3,3,3,3,3,4,4,3,4,2,3,3,4,3,3,4,4,3,1098,109801,2,1,2,2,2,2,2,2
10980143,1098,109801,2,1,1,2,2,2,3,4,4,3,4,4,3,2,2,1,2,1,2,1,1098,109801,2,2,2,2,2,2,2,2
10990101,1099,109901,3,1,3,3,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1099,109901,2,2,2,2,2,2,2,2
10990103,1099,109901,3,2,3,3,2,3,3,4,4,2,3,2,1,2,1,2,2,1,3,1,1099,109901,2,2,2,2,2,2,2,2
10990104,1099,109901,3,3,3,3,3,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,1099,109901,2,2,2,2,2,2,2,2
10990105,1099,109901,3,3,3,3,3,3,2,3,3,2,2,2,3,3,2,3,2,2,2,2,1099,109901,2,2,2,2,2,2,2,2
10990106,1099,109901,2,1,1,1,1,2,1,4,4,4,4,4,4,4,3,2,3,2,2,1,1099,109901,2,2,2,2,2,2,2,2
10990107,1099,109901,3,1,3,3,3,3,2,3,4,3,4,4,3,1,3,1,1,2,1,3,1099,109901,2,2,2,2,2,1,2,2
10990108,1099,109901,3,3,3,3,3,3,1,3,3,2,3,3,3,2,4,1,3,3,4,3,1099,109901,2,2,2,2,2,2,2,2
10990109,1099,109901,2,1,3,3,2,3,2,1,3,1,2,2,2,4,4,2,2,3,4,3,1099,109901,2,2,2,2,2,2,2,2
10990110,1099,109901,1,1,1,1,1,2,2,2,2,2,3,3,2,2,2,1,2,3,3,2,1099,109901,2,2,2,2,2,1,2,2
10990111,1099,109901,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1099,109901,2,2,2,2,2,2,2,2
10990112,1099,109901,3,2,3,3,3,3,3,4,4,1,4,4,4,1,1,1,1,1,3,4,1099,109901,2,2,2,2,2,2,2,2
10990114,1099,109901,3,2,2,3,2,3,2,3,3,2,1,1,2,4,4,2,3,3,4,3,1099,109901,2,2,2,2,2,2,2,2
10990115,1099,109901,3,1,3,3,3,3,3,1,2,1,2,1,1,2,3,3,4,3,3,3,1099,109901,2,2,2,2,2,2,2,2
10990116,1099,109901,1,1,1,2,3,3,2,3,3,3,2,3,2,2,2,1,2,1,2,1,1099,109901,2,2,2,2,2,2,2,2
10990117,1099,109901,2,2,2,3,3,3,2,2,3,3,3,2,2,4,3,1,1,2,3,2,1099,109901,2,2,2,2,2,2,2,2
10990118,1099,109901,3,2,3,3,3,3,3,3,3,3,2,3,3,4,4,4,4,4,4,4,1099,109901,2,2,2,2,2,2,2,2
10990119,1099,109901,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1099,109901,2,2,2,2,2,2,1,2
10990120,1099,109901,3,1,3,3,3,3,2,3,4,3,3,4,3,3,2,1,2,2,4,3,1099,109901,2,2,2,2,2,2,2,2
10990122,1099,109901,3,1,2,1,3,3,1,2,3,3,2,1,1,2,1,1,3,3,2,1,1099,109901,2,2,2,2,2,2,2,2
10990123,1099,109901,2,1,3,3,3,2,1,3,3,2,3,2,2,3,3,2,3,4,3,4,1099,109901,2,2,2,2,2,2,2,2
10990124,1099,109901,3,1,3,3,3,3,3,3,2,1,3,4,2,3,2,1,2,1,3,2,1099,109901,2,2,2,2,2,2,2,2
10990126,1099,109901,3,1,3,3,3,2,2,3,4,2,3,4,4,1,3,1,2,1,3,2,1099,109901,2,2,2,2,2,2,2,2
10990127,1099,109901,2,2,3,3,3,3,3,2,2,1,2,2,2,4,4,2,3,4,4,3,1099,109901,2,2,2,2,2,2,2,2
10990128,1099,109901,2,1,3,3,3,3,3,4,3,2,4,3,NA,4,2,2,3,3,2,2,1099,109901,2,2,2,2,2,2,2,2
10990129,1099,109901,3,3,3,3,2,3,2,3,4,1,2,3,3,2,2,1,2,2,4,3,1099,109901,2,2,2,2,2,2,2,2
10990130,1099,109901,3,2,3,3,3,3,3,3,4,3,4,3,3,4,3,2,2,3,3,3,1099,109901,2,2,2,2,2,2,2,2
10990131,1099,109901,3,3,3,3,3,3,3,3,3,3,4,4,4,4,1,1,1,1,1,1,1099,109901,2,2,2,2,2,2,2,2
10990132,1099,109901,1,1,1,3,2,2,2,4,3,4,2,1,2,1,2,2,3,3,2,2,1099,109901,2,2,2,2,2,2,2,2
10990133,1099,109901,1,3,1,3,3,3,2,4,4,3,4,4,3,3,2,1,4,3,3,2,1099,109901,2,2,2,2,2,1,2,2
10990134,1099,109901,2,1,3,3,3,3,3,4,4,3,4,2,3,2,2,1,1,2,3,2,1099,109901,2,2,2,2,2,2,2,2
10990135,1099,109901,3,3,3,2,3,3,3,3,2,2,3,3,2,2,2,3,3,4,4,3,1099,109901,NA,2,2,2,2,1,2,2
10990136,1099,109901,3,1,3,3,1,3,3,4,4,2,4,3,4,1,2,1,3,2,2,4,1099,109901,2,2,2,2,2,2,2,2
10990137,1099,109901,2,1,2,2,1,3,3,3,4,3,3,3,4,3,2,1,1,2,2,1,1099,109901,1,2,1,1,1,2,1,1
10990138,1099,109901,2,1,2,2,3,3,1,3,3,2,4,2,3,1,1,2,2,1,1,1,1099,109901,2,2,2,2,2,2,2,2
10990139,1099,109901,3,1,3,3,2,2,3,3,3,1,2,1,1,3,3,2,3,3,4,4,1099,109901,2,2,2,2,2,2,2,2
10990141,1099,109901,3,2,3,3,3,3,3,1,3,1,2,2,1,2,4,3,4,3,4,4,1099,109901,2,1,2,2,2,1,2,2
10990142,1099,109901,2,3,3,3,3,2,3,3,3,2,3,2,3,2,1,NA,3,2,3,2,1099,109901,2,2,2,2,2,2,2,2
10990143,1099,109901,3,1,3,3,3,3,2,4,4,3,4,3,4,3,3,2,3,3,3,3,1099,109901,2,2,2,2,2,2,2,2
10990144,1099,109901,3,2,3,3,3,3,3,4,4,3,3,4,3,2,2,2,2,3,3,4,1099,109901,2,2,2,2,2,2,2,2
10990146,1099,109901,2,1,1,2,2,1,1,4,4,3,4,4,4,1,1,1,1,1,1,1,1099,109901,2,2,2,2,2,2,2,2
11000101,1100,110001,3,2,2,3,2,3,1,2,1,3,3,3,3,4,3,2,4,4,4,4,1100,110001,2,1,2,2,2,2,1,2
11000102,1100,110001,3,3,3,3,3,3,3,4,4,3,4,3,3,2,3,2,3,3,3,3,1100,110001,2,2,2,2,2,2,2,2
11000103,1100,110001,3,1,1,1,1,3,3,3,4,1,3,1,1,2,1,1,3,3,4,3,1100,110001,2,2,2,2,2,2,2,2
11000104,1100,110001,3,2,2,3,2,3,2,3,3,1,1,3,3,1,2,1,2,1,2,2,1100,110001,2,2,2,2,2,1,2,2
11000105,1100,110001,3,2,1,2,3,2,1,3,3,2,2,2,3,3,4,2,2,2,3,1,1100,110001,2,2,2,2,2,2,2,2
11000106,1100,110001,3,3,3,3,3,2,2,2,3,3,4,3,3,2,2,1,2,2,3,3,1100,110001,2,2,2,2,2,2,2,2
11010401,1101,110104,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,3,3,1101,110104,2,2,2,2,2,2,2,2
11010402,1101,110104,3,1,3,3,2,2,2,3,4,2,3,3,2,3,2,2,2,3,2,2,1101,110104,2,2,2,2,2,2,2,2
11010403,1101,110104,3,2,2,2,2,3,3,3,4,3,3,4,4,2,2,2,2,2,2,2,1101,110104,2,2,2,2,2,2,2,2
11010404,1101,110104,1,1,1,1,1,1,1,2,3,2,3,2,3,2,2,1,1,1,1,1,1101,110104,2,2,2,2,2,2,2,2
11010405,1101,110104,3,1,3,3,3,3,3,3,4,1,4,2,4,2,2,1,2,2,1,2,1101,110104,2,2,2,2,2,2,2,2
11010406,1101,110104,1,1,3,3,3,3,1,3,3,2,2,2,4,1,2,1,3,2,3,2,1101,110104,1,1,1,1,1,1,1,1
11010407,1101,110104,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,2,3,3,3,3,1101,110104,2,2,2,2,2,2,2,2
11010408,1101,110104,1,2,3,3,3,3,2,3,3,2,4,3,3,3,2,3,3,3,4,4,1101,110104,2,2,2,2,2,2,2,2
11010409,1101,110104,1,1,1,2,1,3,3,3,3,2,3,3,2,1,1,2,3,4,3,2,1101,110104,2,2,2,2,2,2,2,2
11010410,1101,110104,3,2,3,3,3,3,2,3,4,3,4,4,4,2,1,1,2,1,2,1,1101,110104,2,2,2,2,2,2,2,2
11010411,1101,110104,1,1,2,2,2,3,2,3,3,2,2,2,3,1,2,2,2,2,2,3,1101,110104,2,2,2,2,2,2,2,2
11010412,1101,110104,3,1,3,3,3,2,3,3,4,2,2,1,3,3,2,1,2,1,2,2,1101,110104,2,2,2,2,2,2,2,2
11010413,1101,110104,3,1,1,3,3,1,2,3,4,4,3,4,4,2,3,2,3,3,3,2,1101,110104,2,2,2,2,2,2,2,2
11010414,1101,110104,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1101,110104,2,2,2,2,2,2,2,2
11010415,1101,110104,2,1,1,2,2,2,2,3,3,3,4,2,3,1,1,1,1,2,2,1,1101,110104,2,2,2,2,2,2,2,2
11010416,1101,110104,3,1,3,3,1,3,3,4,4,2,3,3,3,3,1,1,3,3,3,3,1101,110104,2,2,2,2,2,2,2,2
11010417,1101,110104,3,2,3,3,3,3,3,3,2,1,3,1,1,3,4,1,3,4,4,3,1101,110104,2,2,2,2,2,2,2,2
11010418,1101,110104,3,1,3,3,2,3,2,3,3,2,2,2,2,2,3,1,3,2,2,1,1101,110104,2,2,2,2,2,2,2,2
11010419,1101,110104,2,1,2,3,3,3,2,3,4,2,4,3,3,3,3,3,3,4,4,3,1101,110104,2,2,2,2,2,2,2,2
11010420,1101,110104,2,3,3,3,3,3,2,3,2,1,2,1,2,2,3,1,2,3,4,2,1101,110104,2,2,2,2,2,2,2,2
11010421,1101,110104,3,3,3,3,3,3,3,1,1,1,1,1,1,4,4,4,4,4,4,4,1101,110104,2,1,2,1,1,2,1,1
11010422,1101,110104,3,2,3,3,3,3,3,3,2,3,4,2,3,3,3,2,3,3,3,3,1101,110104,2,2,2,2,2,2,2,2
11010423,1101,110104,1,1,2,2,3,2,2,3,4,3,3,3,4,3,2,2,2,2,3,3,1101,110104,2,2,2,2,2,1,2,2
11010424,1101,110104,3,2,1,2,3,2,3,3,2,2,3,3,2,2,3,3,2,2,3,3,1101,110104,2,1,2,2,2,1,1,2
11010425,1101,110104,3,1,1,1,3,2,3,4,4,2,3,3,4,1,2,1,2,3,3,2,1101,110104,2,2,2,2,2,2,2,2
11010426,1101,110104,3,2,3,3,3,3,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1101,110104,2,2,2,2,2,2,2,2
11010427,1101,110104,3,1,3,3,3,3,3,4,4,3,3,3,3,3,3,2,2,3,4,1,1101,110104,2,2,2,2,2,2,2,2
11010428,1101,110104,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,3,2,2,1101,110104,2,2,2,2,2,2,2,2
11010429,1101,110104,3,1,2,3,2,3,1,4,4,3,3,3,3,1,4,2,3,3,3,3,1101,110104,2,2,2,2,2,2,2,2
11010430,1101,110104,1,1,2,3,3,3,3,4,4,2,4,4,4,1,2,2,2,2,2,2,1101,110104,2,2,2,2,2,2,2,2
11010431,1101,110104,1,2,2,1,2,1,2,3,3,3,3,3,3,3,3,1,2,3,4,4,1101,110104,2,2,2,2,2,2,2,2
11010432,1101,110104,3,1,3,3,2,3,3,4,4,3,3,3,4,2,2,1,4,1,2,1,1101,110104,2,2,2,2,2,2,1,2
11010433,1101,110104,2,3,3,3,3,3,2,4,4,2,3,1,3,2,2,1,2,1,2,3,1101,110104,2,1,2,2,2,2,2,2
11010434,1101,110104,3,3,3,3,2,3,2,4,4,2,2,3,4,2,2,1,1,1,2,1,1101,110104,2,2,2,2,2,2,2,2
11010435,1101,110104,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,3,2,2,2,3,2,3,2,2,1101,110104,2,NA,2,2,2,2,2,2
11010436,1101,110104,3,3,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,1101,110104,1,2,2,2,2,2,2,2
11020101,1102,110201,1,1,1,1,2,2,1,3,4,2,3,3,2,1,2,2,2,1,1,1,1102,110201,2,2,2,2,2,2,2,2
11020103,1102,110201,3,1,2,3,3,1,3,3,4,1,4,3,4,2,3,4,3,2,1,4,1102,110201,1,2,2,1,2,1,2,2
11020104,1102,110201,3,1,3,3,2,1,3,3,3,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,1102,110201,2,2,2,2,2,2,2,2
11020105,1102,110201,2,1,3,3,1,1,1,3,3,4,4,3,3,2,1,2,2,1,1,2,1102,110201,2,2,1,2,1,1,1,2
11020106,1102,110201,3,1,1,1,1,3,3,2,3,4,3,3,4,3,2,1,2,1,1,2,1102,110201,2,2,1,2,2,2,1,2
11020108,1102,110201,3,1,3,3,3,3,1,3,3,3,3,3,3,2,4,1,4,4,4,4,1102,110201,2,1,2,2,2,1,2,2
11020110,1102,110201,2,1,3,2,1,3,2,3,3,1,4,3,1,2,3,1,3,3,3,2,1102,110201,2,2,2,2,2,2,2,2
11020112,1102,110201,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,1102,110201,1,2,1,1,1,1,1,1
11020113,1102,110201,3,3,3,3,3,3,3,4,4,1,1,1,1,3,3,3,3,3,3,3,1102,110201,2,2,2,2,2,2,2,2
